ONS ward No.,Local Authority,Ward,GENERAL,,,,,,,SPOILT PAPERS,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electorate ,Total votes cast,Ballot box Turnout,Total valid votes cast ,valid vote turnout ,Ballots returned including rejected PVs,Total participation turnout,Want of Official Mark,Voting for more candidates,Writing/mark by which voter could be identified,Unmarked or wholly void for uncertainty,Rejected in part,Total number of ballot papers rejected at the count ,Number of postal ballot papers issued,"Total number of ballot papers issued under regulations 77, 78 & 78A",Total number of ballot papers cancelled under 86A,Total number of postal ballot papers issued A1 to A3,Total number of Ballot papers cancelled under Para 78A,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of postal ballot s returned spoilt for cancellation in time for re-issue,Number of postal ballots lost or not received in time for a re-issue,Number of ballot papers cancelled and retrieved in time for re-issue,Number of ballot papers returned as spoilt too late for re-issue,Number of covering envelopes returned by post as undelivered ,Number of covering envelopes NOT received by the Returning Officer by 25th Day,TOTAL numbers B6 to B13,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',How many people tried to register after the close of registration etc?,How many people tried to vote on polling day and were unregistered?,Number of electors who appointed a proxy to vote on their behalf,Emergency proxies issued,How many waivers were granted for this election?,What was your issue date for postal votes sent overseas?,What was your delivery date for postal votes sent to UK electors?,Number of covering envelopes returned on polling day in time for the count,How many covering envelopes returned on the day after polling day by 10pm?,Did you carry out a sweep?,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature),PV statement rejected (Mismatched DoB),PV statement rejected (Mismatched both) ,Ballot paper not returned,Postal voting statement unreturned,Who is your electoral management software supplier?,Which software system do you use for postal vote verification?,What was the total number of polling stations used?,,,,
E05000922,St Helens,Moss Bank,"8,456","2,828",33.4,"2,811",33.2,"2,935",34.7,0,2,0,15,0,17,1739,1,0,1740,2,1372,2,1,0,0,0,0,365,1740,1372,20,19,1265,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05000923,St Helens,Newton,"8,746","2,781",31.8,"2,756",31.5,"2,848",32.6,0,1,0,24,0,25,1608,0,0,1608,4,1164,8,0,0,0,0,0,436,1608,1164,9,8,1097,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05000924,St Helens,Parr,"8,613","2,050",23.8,"2,036",23.6,"2,131",24.7,0,4,0,10,0,14,1179,0,0,1179,0,895,8,0,0,0,0,0,276,1179,895,11,19,814,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000925,St Helens,Rainford,"6,615","2,484",37.6,"2,453",37.1,"2,545",38.5,0,3,0,28,0,31,1622,2,0,1624,6,1219,8,2,0,0,0,1,394,1624,1219,11,14,1158,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000926,St Helens,RAINHILL,"8,990","3,095",34.4,"3,083",34.3,"3,174",35.3,1,2,0,9,0,12,2295,1,0,2296,6,1687,7,0,1,0,0,1,600,2296,1687,10,13,1608,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000927,St Helens,Sutton,"8,888","2,809",31.6,"2,796",31.5,"2,911",32.7,0,0,0,13,0,13,1833,2,0,1835,9,1388,4,0,2,0,0,2,439,1835,1388,12,21,1286,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000928,St Helens,Thatto Heath,"9,595","2,476",25.8,"2,468",25.7,"2,584",26.9,0,1,0,7,0,8,1862,0,0,1862,1,1388,9,0,0,0,0,3,462,1862,1388,15,26,1280,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000929,St Helens,Town Centre,"7,912","2,476",31.3,"2,463",31.1,"2,584",32.7,0,0,0,13,0,13,1324,2,0,1326,3,1068,6,0,2,0,0,1,249,1326,1068,17,15,960,32,,,,,,,,,,,,,,,,,,,,,,,,,
E05000930,St Helens,West Park,"8,744","2,754",31.5,"2,744",31.4,"2,844",32.5,0,2,0,8,0,10,1633,2,0,1635,4,1255,3,0,2,0,0,1,374,1635,1255,21,14,1165,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000931,St Helens,Windle,"8,062","2,564",31.8,"2,555",31.7,"2,628",32.6,0,2,0,7,0,9,1699,2,0,1701,4,1237,7,2,0,0,0,0,455,1701,1237,7,16,1173,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000779,Stockport,Bramhall North,"10,693","4,423",41.4,"4,393",41.1,"4,534",42.4,24,4,2,0,0,30,2366,2,0,2368,9,1711,7,0,2,2,0,8,638,2368,1711,7,23,1600,111,228,3,223,5,275,06/05/2014,06/05/2014,1888,73,Yes,67,38,195,170,148,15,882,163,Idox,Selcheck,159,,,,
E05000780,Stockport,Bramhall South,"9,734","4,159",42.7,"4,142",42.6,"4,241",43.6,17,0,0,0,0,17,2110,0,0,2110,9,1633,7,0,0,0,0,9,461,2110,1633,6,22,1551,82,,,,,,,,,,,,,,,,,,,,,,,,,
E05000781,Stockport,Bredbury & Woodley,"10,908","3,783",34.7,"3,768",34.5,"3,887",35.6,0,6,0,9,0,15,1808,1,0,1809,1,1339,6,0,1,0,0,10,453,1809,1339,18,12,1235,104,,,,,,,,,,,,,,,,,,,,,,,,,
E05000782,Stockport,Bredbury Green & Romily,"11,071","4,102",37.1,"4,078",36.8,"4,221",38.1,0,2,0,22,0,24,1923,0,0,1923,10,1462,3,0,0,0,0,4,454,1923,1462,15,17,1343,119,,,,,,,,,,,,,,,,,,,,,,,,,
E05000783,Stockport,Brinnington Central,"10,624","2,722",25.6,"2,705",25.5,"2,855",26.9,0,3,0,14,0,17,1251,0,0,1251,10,936,2,0,0,0,0,4,309,1251,936,21,23,803,133,,,,,,,,,,,,,,,,,,,,,,,,,
E05000784,Stockport,Cheadle & Gatley,"11,836","4,870",41.1,"4,856",41.0,"5,037",42.6,0,0,0,14,0,14,2572,1,0,2573,12,1915,21,0,1,0,0,4,632,2573,1915,24,29,1748,167,,,,,,,,,,,,,,,,,,,,,,,,,
E05000785,Stockport,Cheadle Hulme North,"10,184","3,679",36.1,"3,659",35.9,"3,782",37.1,3,4,0,14,0,20,1931,2,0,1933,8,1371,3,0,2,0,0,10,547,1933,1371,23,16,1268,103,,,,,,,,,,,,,,,,,,,,,,,,,
E05000786,Stockport,Cheadle Hulme South,"10,649","4,045",38.0,"4,019",37.7,"4,143",38.9,23,3,0,0,0,26,2267,0,0,2267,5,1578,7,0,0,0,0,1,681,2267,1578,11,24,1480,98,,,,,,,,,,,,,,,,,,,,,,,,,
E05000787,Stockport,Davenport & Cale Green,"11,083","3,641",32.9,"3,634",32.8,"3,756",33.9,0,3,0,4,0,7,1678,1,0,1679,5,1234,10,0,1,0,0,3,431,1679,1234,14,22,1119,115,,,,,,,,,,,,,,,,,,,,,,,,,
E05000788,Stockport,Edgeley & Cheadle Heath,"10,752","3,276",30.5,"3,267",30.4,"3,374",31.4,0,0,0,0,9,9,1485,0,0,1485,6,1042,7,0,0,0,0,17,419,1485,1042,13,19,944,98,,,,,,,,,,,,,,,,,,,,,,,,,
E05000789,Stockport,Hazel Grove,"10,983","4,515",41.1,"4,502",41.0,"4,636",42.2,10,1,0,2,0,13,2093,4,0,2097,16,1616,5,0,4,0,0,4,468,2097,1616,16,8,1495,121,,,,,,,,,,,,,,,,,,,,,,,,,
E05000790,Stockport,Heald Green,"10,078","3,704",36.8,"3,690",36.6,"3,821",37.9,10,4,0,0,0,14,1761,0,0,1761,7,1289,3,0,0,0,0,5,464,1761,1289,14,10,1172,117,,,,,,,,,,,,,,,,,,,,,,,,,
E05000791,Stockport,Heatons North,"10,593","4,095",38.7,"4,065",38.4,"4,187",39.5,29,1,0,0,0,30,2026,1,0,2027,14,1353,10,0,1,0,0,9,654,2027,1353,14,7,1261,92,,,,,,,,,,,,,,,,,,,,,,,,,
E05000792,Stockport,Heatons South,"10,954","4,271",39.0,"4,261",38.9,"4,354",39.7,0,0,0,10,0,10,1893,0,0,1893,6,1268,8,0,0,0,0,4,613,1893,1268,11,8,1185,83,,,,,,,,,,,,,,,,,,,,,,,,,
E05000793,Stockport,Manor,"10,571","3,642",34.5,"3,621",34.3,"3,735",35.3,0,4,0,17,0,21,1576,3,0,1579,4,1176,1,0,3,0,0,5,394,1579,1176,11,11,1083,93,,,,,,,,,,,,,,,,,,,,,,,,,
E05000794,Stockport,Marple North,"9,932","4,240",42.7,"4,233",42.6,"4,353",43.8,0,1,0,6,0,7,2115,2,0,2117,15,1589,2,0,2,0,0,10,514,2117,1589,11,18,1476,113,,,,,,,,,,,,,,,,,,,,,,,,,
E05000795,Stockport,Marple South,"9,877","4,069",41.2,"4,058",41.1,"4,172",42.2,0,0,0,11,0,11,1976,1,0,1977,3,1491,4,0,1,0,0,4,477,1977,1491,9,18,1388,103,,,,,,,,,,,,,,,,,,,,,,,,,
E05000796,Stockport,Offerton,"10,489","3,631",34.6,"3,611",34.4,"3,736",35.6,0,5,1,14,0,20,1754,0,0,1754,7,1333,5,0,0,0,0,10,406,1754,1333,19,10,1228,105,,,,,,,,,,,,,,,,,,,,,,,,,
E05000797,Stockport,Reddish North,"10,697","3,181",29.7,"3,154",29.5,"3,276",30.6,19,8,0,0,0,27,1480,0,0,1480,7,1090,4,0,0,0,0,6,380,1480,1090,18,8,995,95,,,,,,,,,,,,,,,,,,,,,,,,,
E05000798,Stockport,Reddish South,"10,527","3,296",31.3,"3,271",31.1,"3,414",32.4,0,3,0,22,0,25,1588,1,0,1589,7,1156,10,0,1,0,0,4,418,1589,1156,14,15,1038,118,,,,,,,,,,,,,,,,,,,,,,,,,
E05000799,Stockport,Stepping Hill,"9,804","4,066",41.5,"4,030",41.1,"4,154",42.4,0,0,0,36,0,36,1833,0,0,1833,6,1347,4,0,0,0,0,5,477,1833,1347,11,14,1259,88,,,,,,,,,,,,,,,,,,,,,,,,,
E05001153,Sunderland,Barnes,"8,838","3,480",39.4,"3,452",39.1,"3,538",40.0,0,0,0,28,0,28,3717,5,0,3722,9,2438,6,0,5,0,0,14,1259,3722,2438,1,49,2380,50,152,2,57,0,201,02/05/2014,03/05/2014,993,110,Yes,127,98,268,122,452,293,49,80,Xpress,Xpress,121,,,,
E05001154,Sunderland,Castle,"8,613","2,374",27.6,"2,354",27.3,"2,422",28.1,0,0,0,20,0,20,3041,1,0,3042,3,1852,10,0,1,0,0,3,1176,3042,1852,4,50,1804,54,,,,,,,,,,,,,,,,,,,,,,,,,
E05001155,Sunderland,Copt Hill,"9,096","3,166",34.8,"3,122",34.3,"3,231",35.5,0,1,0,43,0,44,3697,3,0,3700,8,2366,7,1,2,0,0,7,1317,3700,2366,27,26,2301,53,,,,,,,,,,,,,,,,,,,,,,,,,
E05001156,Sunderland,Doxford,"7,715","2,726",35.3,"2,706",35.1,"2,797",36.3,0,0,0,20,0,20,3518,1,0,3519,4,2125,6,1,0,0,0,9,1378,3519,2125,20,39,2054,59,,,,,,,,,,,,,,,,,,,,,,,,,
E05001157,Sunderland,Fulwell,"9,084","3,677",40.5,"3,662",40.3,"3,741",41.2,0,2,0,13,0,15,4054,1,,4055,6,2555,3,,1,,,6,1490,4055,2555,34,19,2491,53,,,,,,,,,,,,,,,,,,,,,,,,,
E05001158,Sunderland,Hendon,"8,381","2,338",27.9,"2,317",27.6,"2,378",28.4,0,2,0,19,0,21,2798,5,0,2803,12,1711,3,0,5,0,0,21,1063,2803,1711,2,27,1671,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05001159,Sunderland,HETTON,"8,898","3,113",35.0,"3,084",34.7,"3,181",35.7,0,0,1,28,0,29,3578,2,0,3580,5,2355,6,0,2,0,0,2,1215,3580,2355,9,49,2287,58,,,,,,,,,,,,,,,,,,,,,,,,,
E05001160,Sunderland,Houghton,"9,126","3,242",35.5,"3,225",35.3,"3,323",36.4,0,0,0,17,0,17,3850,3,0,3853,6,2465,5,0,3,0,0,11,1369,3853,2465,30,38,2384,68,,,,,,,,,,,,,,,,,,,,,,,,,
E05001161,Sunderland,Millfield,"7,605","2,424",31.9,"2,416",31.8,"2,469",32.5,0,1,0,7,0,8,2556,8,0,2564,13,1672,11,0,8,0,0,7,866,2564,1672,21,17,1627,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05001162,Sunderland,Pallion,"7,351","2,211",30.1,"2,192",29.8,"2,285",31.1,0,0,0,19,0,19,2963,4,0,2967,13,1844,14,0,4,0,0,8,1097,2967,1844,31,28,1770,59,,,,,,,,,,,,,,,,,,,,,,,,,
E05001163,Sunderland,Redhill,"8,492","2,202",25.9,"2,183",25.7,"2,276",26.8,0,2,0,17,0,19,3150,5,0,3155,10,1767,7,0,5,0,0,2,1374,3155,1767,25,49,1693,74,,,,,,,,,,,,,,,,,,,,,,,,,
E05001164,Sunderland,Ryhope,"8,150","2,699",33.1,"2,679",32.9,"2,760",33.9,0,0,0,20,0,20,3291,3,0,3294,9,2008,24,1,2,0,0,18,1241,3294,2008,25,23,1947,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05001169,Sunderland,Sandhill,"8,350","2,324",27.8,"2,254",27.0,"2,408",28.8,0,0,0,70,0,70,3248,6,0,3254,11,1930,12,0,6,0,0,7,1299,3254,1030,11,48,1846,59,,,,,,,,,,,,,,,,,,,,,,,,,
E05001170,Sunderland,Shiney Row,"9,970","3,213",32.2,"3,193",32.0,"3,293",33.0,0,1,0,19,0,20,4013,3,0,4016,8,2418,6,0,3,0,0,6,1583,4016,2418,26,37,2338,63,,,,,,,,,,,,,,,,,,,,,,,,,
E05001171,Sunderland,Silksworth,"8,496","2,817",33.2,"2,787",32.8,"2,908",34.2,0,1,0,29,0,30,3365,2,0,3367,3,2033,9,0,2,0,0,11,1312,3367,2033,24,48,1942,72,,,,,,,,,,,,,,,,,,,,,,,,,
E05001172,Sunderland,Southwick,"8,196","2,458",30.0,"2,429",29.6,"2,520",30.7,0,0,0,29,0,29,3044,4,0,3048,10,1892,3,0,4,0,0,4,1145,3048,1892,23,29,1830,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05001165,Sunderland,St. Annes,"8,503","2,127",25.0,"2,115",24.9,"2,198",25.8,0,0,0,12,0,12,3098,2,0,3100,5,1756,5,0,2,0,0,5,1332,3100,1756,33,22,1685,55,,,,,,,,,,,,,,,,,,,,,,,,,
E05001166,Sunderland,St. Chads,"7,902","2,909",36.8,"2,895",36.6,"2,988",37.8,0,0,0,14,0,14,3375,0,0,3375,5,2173,7,0,0,0,0,9,1186,3375,2173,36,31,2094,67,,,,,,,,,,,,,,,,,,,,,,,,,
E05001167,Sunderland,St. Michaels,"8,672","3,364",38.8,"3,354",38.7,"3,398",39.2,0,0,1,9,0,10,3721,2,0,3723,11,2309,17,0,2,0,0,20,1375,3723,2309,2,35,2275,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05001168,Sunderland,St. Peters,"8,240","3,018",36.6,"2,989",36.3,"3,065",37.2,0,2,0,27,0,29,3266,7,0,3273,13,2008,15,3,4,0,0,5,1238,3273,2008,2,34,1961,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05001173,Sunderland,Washington Central,"8,890","3,057",34.4,"3,043",34.2,"3,117",35.1,0,2,0,12,0,14,3676,5,0,3681,8,2273,9,0,5,0,0,11,1383,3681,2273,23,37,2213,60,,,,,,,,,,,,,,,,,,,,,,,,,
E05001174,Sunderland,Washington East,"8,906","3,056",34.3,"3,033",34.1,"3,110",34.9,0,0,0,23,0,23,3554,3,0,3557,6,2191,10,0,3,0,0,2,1351,3557,2191,7,30,2137,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05001175,Sunderland,Washington North,"8,676","2,652",30.6,"2,629",30.3,"2,709",31.2,0,0,0,23,0,23,3226,3,0,3229,6,2033,7,0,3,0,0,11,1175,3229,2033,29,59,1976,88,,,,,,,,,,,,,,,,,,,,,,,,,
E05001176,Sunderland,Washington South,"8,143","2,775",34.1,"2,757",33.9,"2,818",34.6,0,1,0,17,0,18,3377,2,0,3379,3,2059,3,0,2,0,0,12,1303,3379,2059,27,11,2016,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05001177,Sunderland,Washington West,"9,148","2,960",32.4,"2,941",32.1,"2,991",32.7,0,0,0,19,0,19,3512,2,0,3514,4,2125,12,0,2,0,0,11,1364,3514,2125,21,32,2094,53,,,,,,,,,,,,,,,,,,,,,,,,,
E05000800,Tameside,Ashton Hurst,"9,020","3,215",35.6,"3,172",35.2,"3,278",36.3,,2,,41,,43,1953,2,,1955,6,1226,10,,2,,,9,,,1226,,27,1163,47,n/a,,79,,81,02/05/2014,03/05/2014,410,26,no,58,41,142,127,10,332,,,Xpress,Xpress,119,,,,
E05000801,Tameside,Ashton St. Michaels,"8,892","2,574",28.9,"2,537",28.5,"2,607",29.3,,3,,34,,37,1788,1,,1789,3,1123,16,,1,,,8,,,1123,,36,1090,60,,,,,,,,,,,,,,,,,,,,,,,,,
E05000802,Tameside,Ashton Waterloo,"8,751","2,804",32.0,"2,765",31.6,"2,830",32.3,,1,,38,,39,1618,1,,1619,2,989,18,1,,,,7,,,989,,14,963,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000803,Tameside,Audenshaw,"9,223","3,058",33.2,"3,034",32.9,"3,080",33.4,,4,,20,,24,1896,,,1896,3,1171,12,,,,,3,,,1171,,20,1149,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05000804,Tameside,Denton North East,"8,703","2,716",31.2,"2,701",31.0,"2,740",31.5,,2,,13,,15,1853,2,,1855,4,1175,3,,2,,,14,,,1175,,38,1151,54,,,,,,,,,,,,,,,,,,,,,,,,,
E05000805,Tameside,Denton South,"8,500","2,792",32.8,"2,770",32.6,"2,826",33.2,,2,,20,,22,1798,1,,1799,7,1217,9,,1,,,14,,,1217,,24,1183,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05000806,Tameside,Denton West,"9,405","3,233",34.4,"3,178",33.8,"3,258",34.6,,1,,54,,55,2085,5,,2090,9,1317,8,,5,,,7,,,1317,,22,1292,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05000807,Tameside,Droylsden East,"9,019","3,033",33.6,"3,012",33.4,"3,042",33.7,,1,,20,,21,1813,,,1813,5,1157,21,,,,,9,,,1157,,21,1148,47,,,,,,,,,,,,,,,,,,,,,,,,,
E05000808,Tameside,Droylsden West,"9,078","3,056",33.7,"3,045",33.5,"3,080",33.9,,1,,10,,11,1648,,,1648,3,1074,8,,,,,5,,,1074,,36,1050,56,,,,,,,,,,,,,,,,,,,,,,,,,
E05000809,Tameside,Dukinfield,"9,550","2,878",30.1,"2,856",29.9,"2,908",30.5,,1,,21,,22,2115,,,2115,3,1289,15,,,,,8,,,1289,,21,1259,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000810,Tameside,Dukinfield Stalybridge,"8,939","2,936",32.8,"2,920",32.7,"2,984",33.4,,3,,13,,16,2022,2,,2024,3,1297,6,1,1,,,8,,,1297,,28,1249,45,,,,,,,,,,,,,,,,,,,,,,,,,
E05000811,Tameside,Hyde Godley,"8,759","2,628",30.0,"2,569",29.3,"2,659",30.4,,10,,49,,59,1927,1,,1928,3,1158,11,,1,,,8,,,1158,,21,1127,48,,,,,,,,,,,,,,,,,,,,,,,,,
E05000812,Tameside,Hyde Newton,"10,233","3,024",29.6,"3,005",29.4,"3,067",30.0,,,,19,,19,2178,4,,2182,6,1347,16,,4,,,10,,,1347,,33,1304,45,,,,,,,,,,,,,,,,,,,,,,,,,
E05000813,Tameside,Hyde Werneth,"8,905","3,575",40.1,"3,559",40.0,"3,587",40.3,,6,3,7,,16,2080,1,,2081,7,1351,25,,1,,,5,,,1351,,26,1339,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000814,Tameside,Longdendale,"9,898","2,805",28.3,"2,793",28.2,"2,826",28.6,,2,,10,,12,1956,,,1956,2,1283,14,,,,,8,,,1283,,27,1262,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000815,Tameside,Mossley,"8,823","2,955",33.5,"2,923",33.1,"2,980",33.8,,,1,31,,32,1719,,,1719,,1073,8,,,,,6,,,1073,,20,1048,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000816,Tameside,St. Peters,"9,404","2,971",31.6,"2,939",31.3,"3,009",32.0,,7,,25,,32,1712,4,,1716,8,1048,21,,4,,,29,,,1048,,30,1010,73,,,,,,,,,,,,,,,,,,,,,,,,,
E05000817,Tameside,Stalybridge North,"9,643","2,902",30.1,"2,891",30.0,"2,909",30.2,,2,,9,,11,1931,2,,1933,5,1222,14,1,1,,,9,,,1222,,13,1215,46,,,,,,,,,,,,,,,,,,,,,,,,,
E05000818,Tameside,Stalybridge South,"8,697","2,747",31.6,"2,735",31.4,"2,772",31.9,,1,,11,,12,1764,2,,1766,4,1063,11,,2,,,5,,,1063,,12,1038,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000819,Trafford,Altrincham,"8,340","3,063",36.7,"3,044",36.5,"3,101",37.2,,,,,,19,2479,1,0,2480,7,1530,9,1,0,0,0,32,908,2480,1530,10,27,1492,38,N/A,N/A,78,0,453,08/05/2014,08/05/2014,N/A,164,Yes,71,57,69,398,161,23,21,27,Idox,Idox Selcheck,124,,,,
E05000820,Trafford,Ashton Upon Mersey,"7,226","2,999",41.5,"2,978",41.2,"3,023",41.8,0,3,0,18,0,21,2124,0,0,2124,12,1386,3,0,0,0,0,6,729,2124,1386,5,18,1362,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05000821,Trafford,Bowdon,"7,272","2,960",40.7,"2,939",40.4,"2,995",41.2,0,0,0,21,0,21,2485,2,0,2487,6,1664,11,0,2,0,0,31,779,2487,1664,7,27,1629,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000822,Trafford,Broadheath,"9,543","3,833",40.2,"3,823",40.1,"3,867",40.5,9,0,1,0,0,10,2754,0,0,2754,4,1821,9,0,0,0,0,22,902,2754,1821,8,24,1787,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000823,Trafford,BROOKLANDS,"7,709","3,192",41.4,"3,167",41.1,"3,235",42.0,0,1,0,24,0,25,2364,1,0,2365,6,1561,10,0,1,0,0,9,784,2365,1561,21,20,1518,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05000824,Trafford,Bucklow-St. Martins,"6,761","2,013",29.8,"1,988",29.4,"2,048",30.3,0,0,0,25,0,25,1835,3,0,1838,10,1195,6,0,3,0,0,8,626,1838,1195,3,30,1160,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000825,Trafford,Clifford,"7,331","2,951",40.3,"2,933",40.0,"3,014",41.1,8,7,0,3,0,18,1681,5,0,1686,2,1183,7,0,5,0,0,13,478,1686,1183,11,49,1120,63,,,,,,,,,,,,,,,,,,,,,,,,,
E05000826,Trafford,Davyhulme East,"7,509","2,989",39.8,"2,979",39.7,"3,026",40.3,0,0,0,10,0,10,2123,3,0,2126,7,1467,4,0,3,0,0,12,640,2126,1467,8,26,1430,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000827,Trafford,Davyhulme West,"7,427","3,144",42.3,"3,136",42.2,"3,186",42.9,0,1,0,7,0,8,2002,1,0,2003,5,1426,4,0,1,0,0,7,565,2003,1426,13,29,1384,42,,,,,,,,,,,,,,,,,,,,,,,,,
E05000828,Trafford,Flixton,"8,150","3,713",45.6,"3,700",45.4,"3,754",46.1,2,1,0,10,0,13,2239,1,0,2240,7,1572,7,0,1,0,0,2,658,2240,1572,12,25,1531,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000829,Trafford,Gorse Hill,"7,563","2,642",34.9,"2,619",34.6,"2,675",35.4,0,1,0,22,0,23,1967,8,0,1975,2,1266,9,0,8,0,0,13,679,1975,1266,11,20,1233,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000830,Trafford,Hale Barns,"7,251","2,992",41.3,"2,978",41.1,"3,027",41.7,0,1,0,13,0,14,2437,0,0,2437,7,1608,9,0,0,0,0,29,791,2437,1608,6,25,1573,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000831,Trafford,Hale Central,"7,278","2,859",39.3,"2,839",39.0,"2,888",39.7,0,0,0,20,0,20,2310,2,0,2312,6,1496,13,2,0,0,0,29,772,2312,1496,8,18,1467,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000832,Trafford,Longford,"8,424","3,319",39.4,"3,293",39.1,"3,374",40.1,0,2,0,24,0,26,2185,3,0,2188,2,1508,10,0,3,0,0,11,656,2188,1508,10,43,1453,55,,,,,,,,,,,,,,,,,,,,,,,,,
E05000833,Trafford,Priory,"7,818","3,019",38.6,"2,998",38.4,"3,052",39.0,0,2,1,18,0,21,2186,2,0,2188,13,1444,13,0,2,0,0,6,723,2188,1444,8,22,1411,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000835,Trafford,Sale Moor,"7,327","2,701",36.9,"2,696",36.8,"2,742",37.4,1,0,0,4,0,5,2065,3,0,2068,4,1364,1,0,3,0,0,13,687,2068,1364,13,27,1323,41,,,,,,,,,,,,,,,,,,,,,,,,,
E05000834,Trafford,St. Marys,"8,488","3,472",40.9,"3,462",40.8,"3,539",41.7,0,1,0,9,0,10,2644,8,0,2652,4,1835,4,0,8,0,0,19,786,2652,1835,12,53,1768,67,,,,,,,,,,,,,,,,,,,,,,,,,
E05000836,Trafford,Stretford,"7,601","2,990",39.3,"2,962",39.0,"3,028",39.8,0,1,0,27,0,28,2018,2,0,2020,11,1402,10,0,2,0,0,11,595,2020,1402,8,28,1364,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05000837,Trafford,Timperley,"8,384","3,688",44.0,"3,657",43.6,"3,718",44.3,0,0,0,31,0,31,2526,1,0,2527,5,1737,5,0,1,0,0,15,769,2527,1737,6,20,1707,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000838,Trafford,Urmston,"8,025","3,403",42.4,"3,394",42.3,"3,437",42.8,0,1,0,8,0,9,2238,1,0,2239,9,1544,12,0,1,0,0,9,673,2239,1544,9,24,1510,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05000839,Trafford,Village,"7,679","2,999",39.1,"2,978",38.8,"3,044",39.6,0,1,0,0,20,21,2287,17,0,2304,8,1539,8,0,17,0,0,23,717,2304,1539,9,31,1494,45,,,,,,,,,,,,,,,,,,,,,,,,,
E05001444,Wakefield,Ackworth North Elmsall & Upton,"12,550","3,833",30.5,"3,810",30.4,"3,946",31.4,0,0,0,23,0,23,2155,0,0,2155,0,1538,10,0,0,0,0,6,601,2155,1538,0,31,1425,85,92,N/A,161,0,204,08/05/2014,08/05/2014,1772,N/A,No,24,14,3,202,200,32,1203,470,Idox,Idox,170,,,,
E05001445,Wakefield,Airedale & Ferry Fryston,"11,491","2,888",25.1,"2,875",25.0,"2,964",25.8,0,3,0,10,0,13,1713,0,0,1713,0,1276,16,0,0,0,0,6,415,1713,1276,3,27,1200,79,,,,,,,,,,,,,,,,,,,,,,,,,
E05001446,Wakefield,Altofts & Whitwood,"12,703","3,539",27.9,"3,515",27.7,"3,627",28.6,0,2,22,0,0,24,1864,0,0,1864,0,1298,11,0,0,0,0,21,534,1864,1298,0,22,1210,86,,,,,,,,,,,,,,,,,,,,,,,,,
E05001447,Wakefield,Castleford Central & Glasshoughton,"12,073","3,260",27.0,"3,240",26.8,"3,342",27.7,0,8,1,9,0,20,2045,0,0,2045,0,1532,11,0,0,0,0,3,499,2045,1532,2,23,1450,81,,,,,,,,,,,,,,,,,,,,,,,,,
